source_text,translated_text
Nota dez,注意事項十
FALAR C/ATENDENTE NO SAC,與 SAC 的服務員交談
Nota 10.,註10。
Adorei!,我愛過！
Péssima qualidade,品質差
Pedido 02-671663252,訂購電話02-671663252
super satisfeito.,超級滿意。
Pano de prato,洗碗布
Excelentes!,出色的！
Confiavel 10,可靠10
recomendo !!!!!,我推薦它！ ！ ！ ！
Perfeito em tdooo,一切都很完美
Melhor do que a encomenda,比訂購的更好
Eficiencia,效率
voltagem errada,電壓錯誤
Lindíssimas,美麗的
compra controle remoto,買遙控器
Indignada,憤怒
Nao recomendo,我不推薦
Decepcionada,失望的
Otimo vendedor,很棒的賣家
negativa,消極的
Rede maravilhosa,精彩網路
super maximo recomendo,超棒我推薦
Pedido chegou incompleto,訂單到達不完整
Não é original,這不是原創的
ótima!,出色的！
Excelente compra!,很棒的購買！
Entrega correta,正確交付
Rede de dormir,吊床
entrava do produto,產品錄入
Veio produto errado,錯誤的產品來了
Produto ok,產品還可以
Excelente Fornecedor,優秀供應商
"Bom, muito bom.",好，非常好。
PROPAGANDA ENGANOSA,誤導性廣告
Comprou chegou,買的到了
Comprei e não recebi,我買了但沒有收到
Bom Produto recomendo,我推薦的好產品
Produto Top,頂級產品
Falso,錯誤的
supriu as expectativas,達到預期
Falta de informação,缺乏資訊
Minha compra chegou pela,我購買的商品到達時間為
Eu preciso q troque,我需要改變它
Ótimo ?,出色的 ？
Bom sim,好，是的
Cumpre com o prazo.,遵守最後期限。
suuuuper recomendo,超推薦
Bom para ter,很高興擁有
Transação excelente,成交優秀
NÃO RECOMENDO!!!!,我不推薦！ ！ ！ ！
Péssimo atendimento.,糟糕的服務。
"Como sempre, muito bom.",一如既往，非常好。
Bom atendimento,服務好
Produto não recebido,未收到產品
Balancim 100,搖桿100
"Recomendo a loja, sempre!",我一直推薦這家店！
Ótima Loja,很棒的商店
tudo ok!,一切都好！
otima super recomendo,很棒超級推薦
Preciso de retorno,我需要退貨
Primeira compra,首次購買
Sim,是的
Bolsa de manicure,美甲包
Compra 5 estrelas.,買5星。
Lindo relógio,漂亮的手錶
"Bom Vendedor, recomendo",很好的賣家，我推薦
Chegou antes do prazo,在截止日期前到達
excellente,出色的
trocaram a serie da bonec,他們改變了娃娃系列
Produto chegou incompleto,產品到達時不完整
Cadeira não chegou,椅子沒到
Ótimo Produto,很棒的產品
Muito,非常
...,……
Estou aguardando.,我在等待。
Chegou hoje,今天到達
qualidade discutivel,品質有爭議
Foto enganosa,誤導性照片
Super,極佳的
Recebi só 1 de 3 itens,我只收到 3 件商品中的 1 件
PRODUTO DE BOA QUALIDADE,優質的產品
Adorei meu produto!,我喜歡我的產品！
Quatro estrelas,四星
compra,買
5 estrela bom,5星不錯
Facil troca,輕鬆兌換
regular,常規的
Meu produto veio errado,我的產品出了問題
zero vou ao procom,零我要去procom
Tenho receios,我有恐懼
Produto quebrado!!,破損產品！ ！
recomerndo,我推薦
Produto conforme anunciad,產品如廣告所示
Mop,拖把
atendente as necessidades,滿足需求
Cumpriu as expectativas,滿足期望
Aguardando produto,等待產品
EXCELENTE COMPRA,非常好的購買
Não compre com essa loja,不要從這家商店購買
Head Set Xbox one,耳機 Xbox 一
com resalva,有預約
Adesivos mal feitos,貼紙製作不良
Muito Ruim,非常糟糕
Produto muito bom.,非常好的產品。
Nota fiscal,發票
A película não serviu.,這部電影不適合。
Veio outro produto,又一個產品來了
Amei minha compra,我喜歡我的購買
Chegou bem antes do prazo,遠遠提前到達
Recomendo a todos,我推薦給大家
Produto.nao chegou,產品未到達
2 pedidos e só 1 veio,2 個訂單，僅 1 個到達
Oferta top,頂級優惠
.,。
Uma porcaria,一個廢話
Compraria de novo,我會再次購買
Estou no aguardo,我在等
Não entregue,未交付
Produto Recusado,被拒絕的產品
Otimo!!,出色的！ ！
BOA,好的
Recebi um produto com def,我收到了一個帶有 def 的產品
Otimo produtos,很棒的產品
Produto bom! Frete Ruim,好產品！運輸不良
"Recomendo, tudo ótimo!",我推薦它，一切都很棒！
Satisfeito com o produto.,對產品感到滿意。
Chegou muito rápido!,它來得很快！
1 produto não entregue,1 件產品未交付
Devolução,返回
Regua fora de escala,尺子不按比例
insatisfeita,不滿
Embalagem,包裝
Bonito,美麗的
Quantidade incorreta,數量不正確
Produto pirata!,盜版產品！
Entrega descordenada,交付不協調
O cartucho não é original,墨盒不是原廠的
Blend nosso de cada dia,我們的日常混合
Carregador com defeito,充電器不良
Não funciona,不起作用
Carteira de couro marrom,棕色皮革皮夾
ótimo!,出色的！
Horrivel,可怕
beleza,美麗
Adoreiii,我喜歡它
Péssima compra,糟糕的購買
Preciso de uma solução,我需要一個解決方案
Ameiii,阿梅三世
Muito Bom!,非常好！
Rápido e simples,快速簡單
Por enquanto,目前
cancelamento,消除
Produto veio incompleto.,產品到達時不完整。
Produto de alta qualidade,高品質產品
Recomendo a todos.,我推薦給大家。
Amassado e incompleto,皺巴巴且不完整
Que demora para chegar,需要多長時間才能到達
Relógio falso,假表
crítica,批評
muito satisfeito =],非常滿意=]
Super recomendo!!,我強烈推薦它！
Capa carteira,錢包套
Aerógrafo,噴槍
Rapidez e seriedade,速度和嚴肅性
Recomendo Sim,推薦 是
Produto duvidoso,可疑產品
descaso com o cliente,漠視顧客
Péssima,糟糕的
ME ENTREGARAM APENAS 01,他們只送了我01
Excelente vendedor,優秀賣家
Dúvidas...,疑問...
Tudo ok!,一切都好！
Ótimo loja recomendo,我推薦的很棒的商店
Não recebi meu pedido,我沒有收到訂單
PRODUTO DIFERENTE,不同的產品
Como ser profissional,如何做到專業
bom de mais,太好了
sim recomendO,是的，我推薦
Buena,布埃納
Normalidade,常態
Pequeno,小的
Não funcionou,沒用
Têm que melhorar,他們必須改進
relogio,鐘
Produto diferente,不同的產品
ESTOU MUITO SATISFEITO,我很滿意
Satisfacao,滿意
PRODUTO FALSO,仿冒品
Avaliação,評估
SUPER RECOPMENDADO,超推薦
Ssrisfeita,斯里斯菲塔
PRODUTO FALTANDO PEÇAS.,產品缺少零件。
Nao recebir o produto,未收到產品
Muito bom recomendo,非常好我推薦
Credibilidade,信譽度
bOM,好的
tudo perfeito,一切都很完美
produto show,產品展示
Nota 0,評分 0
Otima compra,很棒的購買
Decepcionado,失望的
Não vou avaliar o que não,我不會評價不評價的
Produto não confere,產品不適合
Só veio uma cortina,只來了一個簾子
Meu pedido,我的訂單
Não recebi ainda,我還沒收到
"Muito bom, recomendo!",非常好，推薦！
Quero cancelar a compra,我想取消購買
exelente,出色的
Friso lateral onix,瑪瑙側飾
Entrega complicada,交付複雜
produto não veio completo,產品未完成
Tudo certo ;),一切都很好;)
Recebi produto com defeit,我收到了有缺陷的產品
nao foi o esperado,這不是預期的結果
comprei um e veio outro,我買了一個，又來了一個
Recomendação,推薦
Está faltando o carregado,加載的那個不見了
Recebi apenas 1 pacote,我只收到 1 個包裹
Não entregou no tempo .,沒有準時交貨。
falta de produto,缺乏產品
Meu pedido ainda não foi,我的訂單尚未收到
Não recomendaria,不會推薦
Relógio casio,卡西歐手錶
Ótimo produto!,很棒的產品！
Nota Dez,註十
Não chegou meu produto,我的產品沒有到達
Não recebi o produto!,我沒有收到產品！
Toop,圖普
Produto veio trocado,產品已更換
Execelente vendedor,優秀賣家
Travesseiro ortopédico,矯正枕
Prazo,學期
Entrega atrasada,延遲交貨
Atraso do Pedido,訂單延遲
profissa,專業的
Ótimos produtos...😍👍,很棒的產品...😍👍
potes herméticos,密封罐
Motoca,摩托車
Estou aguardando,我在等待
Só limpeza leve,僅輕度清潔
baixa qualidade,低品質
Cartuchos HP,惠普墨水匣
Faltou informação,缺少訊息
Produto entregue danifica,產品交付損壞
Suporte para instrumentos,儀器支援
Comprei dois e recebi um,我買了兩個並收到了一個
entrega rapdo,快速交貨
produtos incompletos,不完整的產品
Insatisfeitíssima,非常不滿意
Função controle,控制功能
falta do manual,缺手冊
Ótimo atendimento,很棒的服務
Falta de compromisso na e,缺乏承諾
Mediana,中位數
Muito rapido a entrega,交貨非常快
Produto diferente do que,產品不同於
B2W malandra,B2W 騙子
NÃO entregue,未交付
Tamanho do Produto,產品尺寸
loja desorganizada,雜亂無章的商店
muito bonito,很漂亮
RECOMENDÁVEL,值得推薦
100% original,100%原裝
Agora sim,現在是的
Paciência,耐心
Produto parece ser simila,產品看起來很相似
Muito b produto,非常好的產品
Compra Realizada,購買製造
Capa sofá,沙發套
Estou muito satisfeita.,我很滿意。
Produto veio quebrado,產品損壞
Não recebi no prazo.,我沒有按時收到。
Carteira perfeita,完美的錢包
Entrega de apenas uma cap,僅交付一瓶蓋
O produto é de qualidade,產品品質優良
Chegou rápido e correto,快速且準確地到達
Desta compra não gostei.,我不喜歡這次購買。
5 estrela,5星
Recomendo com certeza,我絕對推薦
Extintor incêndio carro a,汽車滅火器
EXCELENTE PRODUTO,優秀的產品
entrega eficiente....,高效配送....
Pontualidade,準時
Dentro da estatística,內部統計
Produto OK,產品OK
Veio faltando,失蹤了
Atendimento Péssimo,糟糕的服務
Remédio,補救
O Produto foi Roubado,產品被盜
Qualidade e entrega ótima,優良的品質和交貨期
Protudo diferente da foto,一切都與照片不同
Ótima loja,很棒的商店
atendimento ruim,服務很差
mediana,中位數
recomendo!,我推薦！
NORMAL,普通的
Produto veio aberto,產品已開啟
Não entrega,不出貨
Entrega super rápida,超快速交貨
Cuidado com a imagem,小心影像
EXCELENTE...,出色的...
1,1
Rápido e eficiente,快速高效
Rapidez e qualidade,速度和質量
Não recebi corretamente,我沒有正確收到
top,頂部
TUDO CERTO,一切都很好
O produto ê importado da China e não possui nenhum manual em português. Deixou a desejar.,該產品是從中國進口的，沒有任何葡萄牙語說明書。它還有一些不足之處。
nunca recomendaria meu produto não chegou passou o prazo e a empresa não da uma satisfação.,我絕對不會推薦我的產品，它在截止日期後沒有到達，公司也不滿意。
Produto entregue lacrado e em perfeito estado.,產品密封交貨且狀況良好。
Recomendo este vendedor.,我推薦這個賣家。
recomendo a loja targaryen e o baratheon. ótima parceria.,我推薦坦格利安和拜拉席恩商店。偉大的合作夥伴關係。
"Já solicitei a troca do produto, por defeito, informação diferente do que veio, avaria...",由於缺陷、資訊與產品附帶的資訊不同、故障......，我已經要求更換產品。
"Fiz o pedido de 2 pulseiras, porém só uma delas chegou. A de pedra vulcânica a outra pulseira não chegou.
Gostaria de saber se enviaram em pacotes diferentes?","我訂購了 2 個手鐲，但只到了其中一個。另一條火山石手鍊還沒到。
我想知道他們是否寄了不同的包裹？"
O produto veio com defeito . Amassado.,產品到達時有缺陷。揉捏的。
A entrega era para até dia 26/03. Até hoje ainda está no preparo para entrega.,交貨期截止至 3 月 26 日。直到今天，它仍在準備交付中。
"comprei 2 caixas do xtramaster,só mandaram 1,talvez tenha confundido é o que eu espero que tenha acontecido e enviei a outra caixa. Estou aguardando",我買了 2 個 xtramaster 盒子，他們只寄了 1 個，也許我很困惑，這就是我希望發生的事情，我寄了另一個盒子。我在等待
Muito bom amei a omeleteira antiaderente,非常好，我喜歡不沾煎蛋機
"Até o dia de hoje (24/03/18), não recebi o produto.",截至今天（03/24/18），我還沒有收到產品。
"Não instalei ainda o produto. Portando, não posso fazer a avaliação. Só a entrega.",我還沒有安裝該產品。因此，我無法做出評價。只是送貨。
"Um produto veio, mas o segundo não veio não estava na caixa",一件產品來了，但第二件沒有來，它不在盒子裡
A entrega é muito demorada.,交貨非常慢。
"Recebi o produto super direitinho e estava funcionando super bem! Porém, o led agora não funciona mais :(",我很快就收到了產品，而且效果很好！然而，LED 现在不再工作:(
"Estou muito FRUSTRADO e preocupado, com a ""parceira targaryen"" q ainda não entregou meu pedido. E até o momento não recebi men se quer uma explicação",我非常沮喪並擔心尚未交付我的訂單的「坦格利安合作夥伴」。到目前為止，我還沒有收到任何想要解釋的訊息。
"O produto chegou no prazo correto e funcionou perfeitamente, além disso veio com 4 pilhas.",產品準時到達，工作完美，還配有 4 節電池。
Gostaria de agradecer pois o produto veio em perfeito estado e sem contar com o prazo de entrega. Efetuei a compra no dia 31 de Maio o prazo de entrega era de 22 dias porem e o recebi no dia 06 de Jun,我要感謝您，因為產品到達時狀況良好，且未計算交貨時間。我是5月31號購買的，但是出貨時間是22天，6月6號就收到了。
Entreguei antes do prazo recomendo o produto.,我提前交付了，我推薦該產品。
Recebi o produto antes do prazo de entrega e em perfeitas condições.,我在交貨日期之前收到了產品，並且狀況良好。
fiz a compra mas quando vi que a data prevista para a entrega seria pra 23 de agosto me desaminei mas nos comentarios as pessoas falavam que chegava rapido e chegou mesmo.ja to pensando na proxima.,我購買了，但當我看到預計交貨日期是 8 月 23 日時，我很沮喪，但在評論中人們說它會很快到達，而且確實如此。我已經在考慮下一件了。
"Produto entregue muito antes do prazo, perfeito recomendo a todos , sempre comprei nas lannister. Com sempre chegou antes do prazo",產品提前交付，完美，我推薦給大家，我一直從蘭尼斯特購買。它總是在截止日期之前到達
"Gostei do atendimento e também da rapidez da entrega,tambem gostei das mercadorias.muito obrigada",我喜歡這項服務和交貨速度，我也喜歡這些貨物。非常感謝
produto é bom pelo menos até o momento não tenho o que reclamar só o correio que demora pra entregar,產品不錯，至少到目前為止，我沒有什麼好抱怨的，就是快遞時間長了點。
Recebemos somente o bebê conforto. O carrinho não veio junto.,我們只得到嬰兒的安慰。嬰兒車沒有附贈。
RECEBI O PRODUTO AVARIADO E ATÉ O MOMENTO NÃO FOI TROCADO,我收到的產品已損壞，今天尚未更換
"O produto chegou com defeito, má qualidade. Uma boia com valor alto que ao encher ficou torta, depois de uns 10 min cheia abriu a costura. Quero devolver, como faço?",產品到達時有缺陷，品質差。價值很高的浮子，充氣時是歪的，大約10分鐘滿後，接縫就打開了。我想退貨，該怎麼辦？
Gostei muito da eficiência da entrega,我真的很喜歡交付效率
Chegou bem antes do prazo e conforme o anuncio. Muito bom atendimento!,它比預定時間提早到達，正如廣告所宣傳的那樣。服務非常好！
"Produto conforme descrito, prazo e preço justos",所描述的產品、公平的截止日期和價格
Chegou certinho do jeito que eu precisava. Satisfeito!,它正是按照我需要的方式到達的。使滿意！
Não foi o que eu esperava.,這不是我所期望的。
Um site seguro e um atendimento perfeito.,安全的網站和完善的服務。
Comprei uma escova tem mais de mês.Nunca Postaram.,我一個多月前買了一把刷子。他們從未發布過。
Recomendo está loja.,我推薦這家店。
Conprei um de 220v e quando chegou era 110v,我買了220v的，到貨時是110v的
Cancelei o produto a mais de 25 dias e lannister continuou tratando meu pedido como entrega após varias reclamações enfim fui atendida por alguém q realmente sabe trabalhar... Alexandre nota 10,我在超過 25 天前取消了產品，蘭尼斯特在多次投訴後繼續將我的訂單視為交付，最後我得到了真正懂得如何工作的人的照顧... 亞歷山大評分 10
